date	indexwig	indexaag	indexori
2004-09-01	99.01511474421665	99.39284708845703	99.9756024021169
2004-10-01	99.82643826328948	100.41435059973541	100.21528454427542
2004-11-01	99.38075454266207	99.61272194873219	99.68760411435169
2004-12-01	99.07739483048206	99.26023998829106	98.95229006033028
2005-01-01	99.07800680034275	99.63583042876111	98.95720131584979
2005-02-01	98.64782224277529	99.19700096821192	98.59058760054837
2005-03-01	99.39414694841541	99.2916723983304	98.532395843283
2005-04-01	99.02754395878546	99.16591883817303	99.24148724083446
2005-05-01	99.34081520541582	99.69040909882942	99.16091538355676
2005-06-01	99.38674310256307	99.29335428833251	99.32948531268758
2005-07-01	99.23937226731704	99.50947152860297	99.08409438914805
2005-08-01	98.88757137069494	99.49700577858736	98.7836998583721
2005-09-01	99.34700689034351	99.83465607900995	99.90881315792365
2005-10-01	99.25818528824766	99.75302421890778	99.27644855097938
2005-11-01	99.02682100552738	99.13589401813545	98.79468508675718
2005-12-01	99.01709276379697	99.36741089842519	99.03746424385828
2006-01-01	99.3496564736053	99.560639338667	99.1606341663357
2006-02-01	98.78030752136422	99.0914360480798	99.02442168551006
2006-03-01	98.97308882650572	99.27579700831053	98.6713373574932
2006-04-01	99.2590205707437	99.10699266809927	99.32085871806537
2006-05-01	99.63626528332101	99.46184840854337	98.98341885755072
2006-06-01	99.5259105549865	99.72513990887288	99.34364157986997
2006-07-01	99.45655282232457	99.8787223290651	99.38967172114123
2006-08-01	99.81484766890134	99.81775334898879	99.07374719973575
2006-09-01	98.840106803543	99.00399466797037	98.8357254845367
2006-10-01	99.27485497730814	99.21866773823903	98.6864867192068
2006-11-01	98.70044300511458	99.02656957799863	98.53947751072346
2006-12-01	99.16739667016405	99.28770845832544	98.57457980136681
2007-01-01	99.3372614649206	99.52798639862615	99.14675781409632
2007-02-01	98.8931240397497	99.28229047831866	98.5702156357386
2007-03-01	99.31110470876119	99.26534953829746	99.09848518997892
2007-04-01	98.68816538602843	98.71136664760415	98.78916434145697
2007-05-01	98.92641175912594	99.20714082822461	99.06453771208294
2007-06-01	98.96109194976403	98.90167412784233	99.0065645863881
2007-07-01	99.13394144208617	99.12846990812616	98.42206342496566
2007-08-01	100.4823941777391	100.53928399989178	99.5245517686816
2007-09-01	100.05634907048619	99.94172296914394	100.00931906621857
2007-10-01	99.90092397155351	99.32227692836871	99.53997760461327
2007-11-01	100.81347666617452	100.8056202002251	99.92822550664594
2007-12-01	100.79902998274638	101.11456360061173	100.18236075591282
2008-01-01	102.05665900079343	101.49747680109094	101.64629749744198
2008-02-01	99.72830527474034	100.08027159931731	99.97085240016699
2008-03-01	100.47624379396706	101.01482780048691	100.1210174889017
2008-04-01	99.73874124558021	100.11463869936034	99.72421850487206
2008-05-01	100.14002547022054	100.40299459972121	99.4920347410947
2008-06-01	100.26507451664948	99.80118591896805	99.50333271197128
2008-07-01	100.20177877295046	100.87725350031475	100.13633061634803
2008-08-01	99.9269332558858	100.19024509945494	99.30894679377809
2008-09-01	102.27128127436394	102.11192710185992	103.13652264268728
2008-10-01	104.1673842760948	102.57345450243754	103.22429361962513
2008-11-01	101.89207001953476	101.7621532014222	101.29698793258264
2008-12-01	101.32792831828917	101.02281470049691	101.17790811884768
2009-01-01	102.13778530180147	101.88008210156977	101.83585232164442
2009-02-01	101.23018928419387	103.26180650329898	102.26807926675876
2009-03-01	101.94540245160472	101.65187040128419	101.42565181809285
2009-04-01	101.84767310756159	101.34593430090129	99.96140633281182
2009-05-01	100.43526736273849	100.76444990017357	100.40063562122556
2009-06-01	100.72534402678713	100.10633319934995	100.07221423571698
2009-07-01	100.51435810678983	100.27514889956122	99.87432426389519
2009-08-01	99.96118349890963	100.29776139958953	100.04056410796764
2009-09-01	100.04721576565812	100.09903749934081	99.74401176139574
2009-10-01	100.32676504937487	100.62189099999516	99.43275503435754
